dedicacion,contrato,salario,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,seniority,marvin_rol
Full-Time,Staff (planta permanente),6000000.0,10,4,4,4,De 11  a 50  personas,100% remoto,33,Manager or Above,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2700000.0,3,3,3,2,De 5001 a 10000 personas,Híbrido (presencial y remoto),26,Semi-Senior,5
Full-Time,Staff (planta permanente),1800000.0,31,3,3,0,De 51 a 100 personas,Híbrido (presencial y remoto),54,Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),3600000.0,20,0,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),60,Senior,6
Full-Time,Staff (planta permanente),1844000.0,7,7,7,0,De 51 a 100 personas,100% remoto,28,Senior,2
Full-Time,Staff (planta permanente),1200000.0,3,0,3,0,De 501 a 1000 personas,100% remoto,27,Semi-Senior,3
Full-Time,Staff (planta permanente),4200000.0,18,4,10,0,De 11  a 50  personas,100% remoto,46,Senior,2
Full-Time,Staff (planta permanente),3300000.0,6,2,6,0,Más de 10000 personas,100% remoto,28,Senior,3
Full-Time,Staff (planta permanente),1100000.0,15,3,3,0,De 2001a 5000 personas,100% presencial,44,Senior,3
Full-Time,Staff (planta permanente),2500000.0,3,0,0,2,De 201 a 500 personas,100% remoto,41,Semi-Senior,5
Part-Time,Staff (planta permanente),1100000.0,2,3,2,1,De 51 a 100 personas,100% remoto,34,Junior,3
Full-Time,Staff (planta permanente),5900000.0,10,5,3,8,De 11  a 50  personas,Híbrido (presencial y remoto),30,Manager or Above,5
Full-Time,Staff (planta permanente),1071226.0,4,4,7,2,De 2001a 5000 personas,100% presencial,36,Semi-Senior,6
Full-Time,Staff (planta permanente),2569551.51,8,3,3,4,De 2001a 5000 personas,Híbrido (presencial y remoto),34,Senior,2
Full-Time,Staff (planta permanente),3300000.0,5,1,1,2,De 51 a 100 personas,100% remoto,41,Manager or Above,3
Full-Time,Staff (planta permanente),2552500.0,5,4,3,4,De 51 a 100 personas,100% remoto,35,Manager or Above,5
Full-Time,Staff (planta permanente),1874803.0,9,9,4,8,De 11  a 50  personas,Híbrido (presencial y remoto),28,Manager or Above,2
Full-Time,Staff (planta permanente),2521900.0,6,4,0,1,De 101 a 200 personas,Híbrido (presencial y remoto),34,Senior,2
Full-Time,Staff (planta permanente),2968000.0,4,1,1,0,De 201 a 500 personas,100% remoto,21,Semi-Senior,3
Full-Time,Staff (planta permanente),3600000.0,3,3,3,0,Más de 10000 personas,Híbrido (presencial y remoto),28,Semi-Senior,4
Full-Time,Staff (planta permanente),950000.0,1,1,1,0,De 1001 a 2000 personas,100% remoto,21,Junior,2
Full-Time,Staff (planta permanente),1676000.0,1,1,1,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),31,Junior,6
Full-Time,Staff (planta permanente),1880450.0,12,1,1,0,De 2 a 10 personas,100% remoto,40,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2300000.0,3,0,0,0,De 201 a 500 personas,100% remoto,40,Semi-Senior,3
Full-Time,Staff (planta permanente),1599544.0,15,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),39,Senior,2
Full-Time,Staff (planta permanente),4297260.0,10,5,3,0,De 201 a 500 personas,100% remoto,34,Senior,4
Full-Time,Staff (planta permanente),1454590.0,3,3,2,0,De 501 a 1000 personas,100% remoto,33,Semi-Senior,4
Full-Time,Staff (planta permanente),1500000.0,6,4,3,1,De 201 a 500 personas,Híbrido (presencial y remoto),34,Senior,2
Full-Time,Staff (planta permanente),1252000.0,3,6,3,0,De 11  a 50  personas,100% presencial,64,Semi-Senior,6
Full-Time,Staff (planta permanente),2200000.0,5,2,2,0,De 101 a 200 personas,100% remoto,38,Semi-Senior,2
Full-Time,Staff (planta permanente),1800000.0,3,1,3,0,De 101 a 200 personas,100% remoto,27,Semi-Senior,4
Full-Time,Staff (planta permanente),1591000.0,2,4,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),29,Junior,4
Full-Time,Staff (planta permanente),2900000.0,2,2,2,0,De 2001a 5000 personas,Híbrido (presencial y remoto),24,Junior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1436332.0,2,0,0,0,De 501 a 1000 personas,100% remoto,23,Junior,2
Full-Time,Staff (planta permanente),3680000.0,3,8,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),39,Semi-Senior,3
Full-Time,Staff (planta permanente),5228868.0,15,3,2,0,Más de 10000 personas,Híbrido (presencial y remoto),37,Manager or Above,3
Full-Time,Staff (planta permanente),1780000.0,5,5,1,2,De 11  a 50  personas,Híbrido (presencial y remoto),38,Semi-Senior,3
Full-Time,Staff (planta permanente),1200000.0,3,3,3,0,De 11  a 50  personas,100% remoto,29,Semi-Senior,4
Full-Time,Staff (planta permanente),957642.0,5,1,3,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),26,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,16,12,12,0,De 11  a 50  personas,100% remoto,54,Senior,6
Full-Time,Contractor,968000.0,24,3,3,0,De 101 a 200 personas,100% remoto,49,Senior,2
Full-Time,Staff (planta permanente),1109000.0,3,3,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),30,Semi-Senior,2
Full-Time,Staff (planta permanente),1756000.0,10,5,5,0,De 51 a 100 personas,Híbrido (presencial y remoto),36,Senior,4
Full-Time,Staff (planta permanente),1600000.0,5,1,4,0,De 201 a 500 personas,100% remoto,22,Semi-Senior,3
Full-Time,Staff (planta permanente),1214599.0,3,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),28,Semi-Senior,5
Full-Time,Staff (planta permanente),1320000.0,15,4,4,0,De 11  a 50  personas,Híbrido (presencial y remoto),39,Senior,2
Part-Time,Staff (planta permanente),2000000.0,2,2,2,0,De 201 a 500 personas,100% remoto,27,Junior,4
Full-Time,Staff (planta permanente),1517300.0,17,14,14,0,De 11  a 50  personas,100% remoto,42,Senior,2
Full-Time,Staff (planta permanente),2800000.0,4,3,2,0,De 2001a 5000 personas,100% remoto,34,Semi-Senior,2
Full-Time,Staff (planta permanente),1175999.0,2,2,2,1,De 11  a 50  personas,Híbrido (presencial y remoto),29,Junior,2
Full-Time,Staff (planta permanente),2200000.0,35,0,12,0,De 51 a 100 personas,100% remoto,60,Senior,3
Full-Time,Staff (planta permanente),1500000.0,2,1,1,0,Más de 10000 personas,100% remoto,25,Junior,6
Full-Time,Contractor,2999000.0,10,3,0,0,De 11  a 50  personas,100% remoto,33,Senior,4
Full-Time,Staff (planta permanente),3150000.0,19,1,16,0,De 51 a 100 personas,100% remoto,43,Senior,4
Full-Time,Staff (planta permanente),1200464.0,3,3,3,0,De 11  a 50  personas,100% remoto,37,Semi-Senior,2
Full-Time,Staff (planta permanente),4038000.0,15,10,10,0,De 11  a 50  personas,100% remoto,46,Senior,4
Full-Time,Staff (planta permanente),6075000.0,7,2,0,5,Más de 10000 personas,Híbrido (presencial y remoto),36,Manager or Above,5
Full-Time,Staff (planta permanente),4000000.0,20,30,5,1,De 201 a 500 personas,Híbrido (presencial y remoto),50,Manager or Above,4
Full-Time,Staff (planta permanente),1300000.0,3,14,3,0,De 101 a 200 personas,Híbrido (presencial y remoto),32,Semi-Senior,6
Full-Time,Staff (planta permanente),1013568.75,2,1,1,0,De 51 a 100 personas,100% remoto,29,Junior,2
Full-Time,Staff (planta permanente),2099000.0,0,0,0,0,De 2001a 5000 personas,Híbrido (presencial y remoto),25,Junior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,2,0,2,0,De 101 a 200 personas,100% remoto,39,Junior,6
Full-Time,Staff (planta permanente),1200000.0,2,24,24,1,De 501 a 1000 personas,Híbrido (presencial y remoto),50,Junior,3
Full-Time,Staff (planta permanente),1400000.0,5,1,5,0,De 11  a 50  personas,Híbrido (presencial y remoto),37,Semi-Senior,2
Full-Time,Contractor,2000000.0,4,1,1,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),48,Semi-Senior,3
Full-Time,Staff (planta permanente),2726604.0,15,2,2,0,De 201 a 500 personas,100% remoto,40,Senior,5
Full-Time,Staff (planta permanente),2059440.0,5,3,3,0,De 51 a 100 personas,100% remoto,31,Semi-Senior,2
Full-Time,Staff (planta permanente),2400000.0,20,20,4,15,De 11  a 50  personas,Híbrido (presencial y remoto),45,Manager or Above,6
Full-Time,Staff (planta permanente),1300000.0,17,2,2,0,De 2001a 5000 personas,100% presencial,42,Senior,6
Full-Time,Staff (planta permanente),4500000.0,6,1,0,0,De 101 a 200 personas,100% remoto,30,Senior,3
Full-Time,Staff (planta permanente),2000000.0,4,3,1,0,De 2001a 5000 personas,Híbrido (presencial y remoto),30,Semi-Senior,3
Full-Time,Staff (planta permanente),2409770.0,20,4,20,0,De 2001a 5000 personas,100% remoto,56,Senior,2
Full-Time,Staff (planta permanente),1672701.0,15,1,1,0,De 11  a 50  personas,100% remoto,35,Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),857000.0,2,2,2,0,De 11  a 50  personas,100% remoto,49,Junior,5
Full-Time,Staff (planta permanente),3500000.0,15,3,15,0,De 101 a 200 personas,Híbrido (presencial y remoto),48,Senior,3
Full-Time,Staff (planta permanente),3100000.0,20,5,5,2,De 201 a 500 personas,Híbrido (presencial y remoto),39,Senior,2
Full-Time,Staff (planta permanente),4500000.0,7,3,2,0,De 2001a 5000 personas,100% remoto,36,Senior,3
Full-Time,Staff (planta permanente),3200000.0,18,0,0,0,De 201 a 500 personas,100% remoto,47,Senior,3
Full-Time,Staff (planta permanente),3500000.0,18,11,3,22,Más de 10000 personas,Híbrido (presencial y remoto),39,Senior,5
Full-Time,Staff (planta permanente),1200000.0,2,2,2,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),29,Junior,3
Full-Time,Staff (planta permanente),3800000.0,8,5,1,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),28,Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1100000.0,3,3,3,0,De 51 a 100 personas,100% remoto,25,Semi-Senior,3
Full-Time,Staff (planta permanente),2920000.0,7,13,1,0,Más de 10000 personas,100% remoto,41,Senior,6
Full-Time,Staff (planta permanente),980000.0,5,0,3,9,De 11  a 50  personas,Híbrido (presencial y remoto),29,Manager or Above,3
Full-Time,Staff (planta permanente),1453500.0,20,8,6,15,De 11  a 50  personas,100% presencial,51,Manager or Above,5
Full-Time,Staff (planta permanente),2900000.0,9,6,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),38,Senior,5
Full-Time,Staff (planta permanente),4200000.0,15,3,1,0,De 2001a 5000 personas,100% remoto,48,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2300000.0,5,3,3,0,De 501 a 1000 personas,100% remoto,27,Semi-Senior,6
Full-Time,Staff (planta permanente),2506913.09,10,2,1,0,De 201 a 500 personas,100% remoto,43,Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2520000.0,7,0,0,0,De 201 a 500 personas,Híbrido (presencial y remoto),32,Senior,2
Full-Time,Participación societaria en una cooperativa,2800000.0,6,2,1,8,De 101 a 200 personas,100% remoto,34,Manager or Above,3
Full-Time,Staff (planta permanente),1550000.0,14,14,11,1,De 2 a 10 personas,Híbrido (presencial y remoto),39,Senior,5
Full-Time,Participación societaria en una cooperativa,2000000.0,2,2,2,0,De 2 a 10 personas,Híbrido (presencial y remoto),38,Junior,2
Full-Time,Staff (planta permanente),1836320.0,5,4,4,0,De 2001a 5000 personas,Híbrido (presencial y remoto),34,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1528349.0,14,5,5,0,De 11  a 50  personas,100% remoto,37,Senior,6
Full-Time,Staff (planta permanente),1592162.0,6,2,2,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),41,Senior,3
Full-Time,Staff (planta permanente),800000.0,3,2,2,0,De 201 a 500 personas,100% presencial,32,Semi-Senior,2
Full-Time,Staff (planta permanente),1800000.0,3,3,3,0,De 201 a 500 personas,100% remoto,30,Semi-Senior,3
Full-Time,Staff (planta permanente),3125000.0,2,2,1,0,Más de 10000 personas,Híbrido (presencial y remoto),24,Junior,5
Full-Time,Staff (planta permanente),1350000.0,3,14,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),39,Semi-Senior,3
Full-Time,Staff (planta permanente),2200000.0,3,3,1,6,De 11  a 50  personas,Híbrido (presencial y remoto),25,Manager or Above,3
Full-Time,Staff (planta permanente),1800000.0,5,0,0,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),39,Semi-Senior,6
Part-Time,Staff (planta permanente),834000.0,2,2,2,0,De 101 a 200 personas,100% remoto,32,Junior,4
Full-Time,Staff (planta permanente),1600000.0,3,2,2,0,De 501 a 1000 personas,100% remoto,35,Semi-Senior,2
Full-Time,Staff (planta permanente),3800000.0,28,6,18,3,De 1001 a 2000 personas,100% presencial,48,Manager or Above,5
Full-Time,Staff (planta permanente),2165000.0,6,4,2,0,De 1001 a 2000 personas,100% remoto,30,Senior,2
Full-Time,Staff (planta permanente),4000000.0,4,0,0,0,De 51 a 100 personas,100% remoto,24,Semi-Senior,2
Part-Time,Staff (planta permanente),900000.0,20,1,1,0,De 11  a 50  personas,100% remoto,46,Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1015000.0,0,0,0,0,De 201 a 500 personas,100% remoto,20,Junior,6
Full-Time,Staff (planta permanente),1398375.0,3,1,3,0,De 201 a 500 personas,Híbrido (presencial y remoto),37,Semi-Senior,4
Full-Time,Staff (planta permanente),2000000.0,7,1,1,0,De 201 a 500 personas,Híbrido (presencial y remoto),32,Senior,2
Full-Time,Staff (planta permanente),3100000.0,2,0,0,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),41,Junior,4
Full-Time,Contractor,1200000.0,4,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),33,Semi-Senior,2
Full-Time,Staff (planta permanente),2400000.0,3,1,1,0,De 501 a 1000 personas,100% remoto,35,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1102704.0,0,0,0,0,De 101 a 200 personas,Híbrido (presencial y remoto),29,Junior,6
Full-Time,Staff (planta permanente),2800000.0,2,6,2,10,De 5001 a 10000 personas,Híbrido (presencial y remoto),29,Manager or Above,5
Full-Time,Staff (planta permanente),850000.0,2,1,1,2,De 11  a 50  personas,100% remoto,31,Junior,4
Full-Time,Staff (planta permanente),2100000.0,4,0,0,0,De 501 a 1000 personas,100% remoto,48,Semi-Senior,6
Full-Time,Staff (planta permanente),1573000.0,2,2,2,5,De 101 a 200 personas,Híbrido (presencial y remoto),46,Junior,2
Full-Time,Staff (planta permanente),1400000.0,3,0,1,0,De 501 a 1000 personas,Híbrido (presencial y remoto),40,Semi-Senior,3
Full-Time,Staff (planta permanente),1800000.0,4,3,2,2,De 101 a 200 personas,100% presencial,30,Manager or Above,4
Part-Time,Contractor,1100000.0,3,2,3,2,De 51 a 100 personas,Híbrido (presencial y remoto),30,Manager or Above,2
Full-Time,Contractor,1900000.0,7,1,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),35,Senior,3
Full-Time,Staff (planta permanente),1800000.0,4,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),32,Semi-Senior,4
Full-Time,Staff (planta permanente),2064000.0,25,0,5,2,De 51 a 100 personas,Híbrido (presencial y remoto),46,Manager or Above,4
Full-Time,Staff (planta permanente),2545000.0,20,5,5,0,De 2001a 5000 personas,Híbrido (presencial y remoto),64,Senior,6
Full-Time,Staff (planta permanente),1101000.0,1,1,1,0,De 101 a 200 personas,Híbrido (presencial y remoto),37,Junior,6
Part-Time,Staff (planta permanente),1917200.0,3,3,1,0,De 2001a 5000 personas,100% remoto,28,Semi-Senior,5
Full-Time,Staff (planta permanente),4200000.0,16,16,2,0,De 201 a 500 personas,100% remoto,40,Senior,3
Full-Time,Staff (planta permanente),2500000.0,5,2,2,0,De 2001a 5000 personas,100% remoto,40,Semi-Senior,3
Full-Time,Staff (planta permanente),1900000.0,0,0,0,0,De 201 a 500 personas,100% remoto,45,Junior,5
Full-Time,Staff (planta permanente),2800000.0,4,2,2,0,De 2001a 5000 personas,100% remoto,28,Semi-Senior,5
Full-Time,Staff (planta permanente),1750000.0,6,3,2,2,De 51 a 100 personas,Híbrido (presencial y remoto),41,Senior,5
Full-Time,Staff (planta permanente),4500000.0,12,6,2,8,De 1001 a 2000 personas,Híbrido (presencial y remoto),32,Manager or Above,4
Full-Time,Staff (planta permanente),800000.0,1,0,0,0,De 51 a 100 personas,Híbrido (presencial y remoto),34,Junior,5
Full-Time,Participación societaria en una cooperativa,2500000.0,20,9,9,0,De 101 a 200 personas,100% remoto,44,Senior,3
Full-Time,Staff (planta permanente),1584000.0,3,1,1,0,De 501 a 1000 personas,100% remoto,27,Semi-Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),800000.0,1,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),30,Junior,2
Full-Time,Staff (planta permanente),2500000.0,5,3,3,8,De 11  a 50  personas,Híbrido (presencial y remoto),35,Semi-Senior,2
Full-Time,Staff (planta permanente),1300000.0,17,1,1,10,De 101 a 200 personas,Híbrido (presencial y remoto),42,Manager or Above,5
Full-Time,Staff (planta permanente),3400000.0,7,0,3,0,De 1001 a 2000 personas,100% remoto,34,Senior,2
Full-Time,Staff (planta permanente),2060000.0,7,7,0,0,Más de 10000 personas,Híbrido (presencial y remoto),31,Senior,4
Full-Time,Staff (planta permanente),1007000.0,25,25,10,0,De 501 a 1000 personas,Híbrido (presencial y remoto),52,Manager or Above,3
Full-Time,Staff (planta permanente),3600000.0,3,0,3,0,De 2001a 5000 personas,100% remoto,31,Semi-Senior,6
Full-Time,Staff (planta permanente),2500000.0,2,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),34,Junior,2
Full-Time,Staff (planta permanente),1400000.0,2,2,0,0,De 101 a 200 personas,100% remoto,30,Junior,3
Full-Time,Staff (planta permanente),1332812.0,15,3,3,0,De 201 a 500 personas,Híbrido (presencial y remoto),38,Senior,3
Full-Time,Staff (planta permanente),2327200.0,24,5,5,0,De 51 a 100 personas,Híbrido (presencial y remoto),40,Senior,2
Full-Time,Contractor,2464000.0,15,3,3,0,De 51 a 100 personas,100% presencial,41,Senior,3
Full-Time,Staff (planta permanente),3016000.0,14,0,0,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),44,Senior,2
Full-Time,Freelance,1700000.0,4,4,2,3,De 51 a 100 personas,100% remoto,33,Semi-Senior,3
Full-Time,Staff (planta permanente),2850000.0,25,3,0,2,De 501 a 1000 personas,100% remoto,48,Manager or Above,4
Full-Time,Staff (planta permanente),4775811.0,25,2,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),46,Senior,3
Full-Time,Contractor,950000.0,3,0,0,0,De 2 a 10 personas,Híbrido (presencial y remoto),36,Semi-Senior,2
Full-Time,Staff (planta permanente),1800000.0,3,3,3,2,De 11  a 50  personas,100% remoto,29,Manager or Above,4
Full-Time,Staff (planta permanente),1375430.12,2,1,1,0,De 11  a 50  personas,100% remoto,28,Junior,2
Full-Time,Staff (planta permanente),3628129.0,15,2,5,0,De 51 a 100 personas,100% remoto,40,Senior,4
Full-Time,Staff (planta permanente),900000.0,2,0,2,0,De 2 a 10 personas,100% presencial,27,Junior,2
Part-Time,Staff (planta permanente),1930000.0,3,3,1,0,De 51 a 100 personas,100% remoto,22,Semi-Senior,3
Full-Time,Contractor,1018824.0,0,0,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),31,Junior,5
Full-Time,Staff (planta permanente),6000000.0,15,20,10,20,De 201 a 500 personas,Híbrido (presencial y remoto),48,Manager or Above,4
Full-Time,Contractor,1950000.0,5,2,5,0,De 51 a 100 personas,100% remoto,41,Semi-Senior,2
Full-Time,Staff (planta permanente),2000000.0,2,10,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),36,Junior,6
